collected_at,feed_timestamp,trip_id,route_id,direction_id,stop_id,stop_sequence,arrival_delay
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2050,4,-2
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2060,5,-12
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2070,6,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2080,7,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2090,8,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2100,9,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2110,10,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2120,11,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2130,12,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2140,13,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2150,14,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2672,15,-17
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2180,16,0
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2200,17,0
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2244,18,0
2026-04-21T00:00:17+00:00,1776729559,562520030,100001,1,2220,19,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2010,1,-1320
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2020,2,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2030,3,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2050,4,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2060,5,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2070,6,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2080,7,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2090,8,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2100,9,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2110,10,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2120,11,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2130,12,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2140,13,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2150,14,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2672,15,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2180,16,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2200,17,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2244,18,0
2026-04-21T00:00:17+00:00,1776729559,562520130,100001,1,2220,19,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2010,1,-1696
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2020,2,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2030,3,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2050,4,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2060,5,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2070,6,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2080,7,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2090,8,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2100,9,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2110,10,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2120,11,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2130,12,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2140,13,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2150,14,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2672,15,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2180,16,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2200,17,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2244,18,0
2026-04-21T00:00:17+00:00,1776729559,562520140,100001,1,2220,19,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2010,1,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2020,2,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2030,3,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2050,4,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2060,5,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2070,6,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2080,7,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2090,8,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2100,9,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2110,10,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2120,11,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2130,12,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2140,13,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2150,14,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2672,15,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2180,16,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2200,17,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2244,18,0
2026-04-21T00:00:17+00:00,1776729559,562520180,100001,1,2220,19,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2010,1,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2020,2,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2030,3,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2050,4,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2060,5,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2070,6,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2080,7,0
2026-04-21T00:00:17+00:00,1776729559,562520200,100001,1,2090,8,0
